310446, 103464
5012026, 2506012
5010633, 3315600
4312652, 2156324
9606465, 4656960
4179627, 2771496
9597312, 3197952
9686293, 9636928
2093211, 1321920
9944230, 3929440
3521718, 1173852
4006287, 2670840
7253802, 2358720
7796280, 2078976
5892231, 3928152
4441356, 1465344
8695602, 2695680
5177922, 1725972
942186, 269184
8542701, 5417280
2981907, 1987920
615409, 594160
8610072, 2870016
5433867, 3347568
371922, 123972
8691480, 1986048
6000543, 4000356
746539, 739456
8316907, 8310976
569397, 379596
4246729, 4224976
4510332, 1503432
5610462, 1566240
6083535, 3053568
4148640, 1064448
6029100, 1209600
384109, 349180
8213040, 1843200
388140, 103488
157021, 150172
6029064, 2009664
6613245, 3526416
5634483, 3685344
6349032, 2094336
409687, 407896
5012025, 2515200
2616915, 1196256
4813020, 1283040
8296207, 8269720
502, 250
7270434, 2377440
852091, 801952
1358053, 1355308
62118, 16128
4591206, 1524096
2471607, 1647720
6964713, 3741696
340285, 235840
874782, 278784
8995722, 2998572
8525034, 2305584
4839502, 2359840
8628534, 2854368
4962156, 1646592
4531986, 1489536
3703669, 3693760
441670, 170464
3849109, 3499180
6391902, 1936920
601320, 160320
5843259, 3895452
7407151, 7151704
2140269, 1422960
641340, 146304
614376, 164736
9520056, 2509056
8635257, 5756832
2993245, 2394592
6929118, 1891296
7041258, 1854720
8402904, 2800944
2678517, 1785672
5136021, 3112560
1941057, 1197504
3007122, 1002372
5314734, 1735344
7982214, 2481792
4076190, 1049760
7507321, 7501732
7498629, 4969728
4248027, 2427408
6283041, 4163280
895722, 298572
9843700, 3907840
20301, 13200
2978901, 1978920
449467, 447496
4052661, 2614560
2741403, 1473024
8548032, 2835840
8382240, 2234880
5470832, 2735408
933020, 339200
301044, 100344
9620883, 6389280
2179508, 1089752
8270082, 2728800
7235910, 1753920
4763151, 3175416
2038165, 1630528
9852001, 9812500
9050682, 2985600
904032, 290304
848043, 483840
843642, 264384
3844049, 3494480
3689251, 3685192
5604831, 3615840
5306218, 2653108
7449027, 4794720
2610855, 1285056
8562942, 2854296
8204586, 2508864
441768, 144768
7521042, 2501472
6636841, 6631684
9605250, 2559600
4280104, 2140048
462609, 264096
9216084, 2916480
5192632, 2596312
6164100, 1641600
4206114, 1244160
2515167, 1576512
3280507, 3087520
4871556, 1584576
2463561, 1642356
6253018, 3126508
4812300, 1283040
7523658, 2375568
612846, 186624
7492806, 2489760
8152092, 2508192
629064, 209664
18261, 12168
7450243, 7345240
250126, 125062
4432509, 2935440
7526208, 2508672
8463152, 4231568
6028575, 2755680
2103039, 1393200
820674, 270648
8371969, 8193796
7236907, 7209736
2381085, 1088352
8721421, 8712412
176569, 175696
5966307, 3965760
5498683, 5493688
3624561, 2416356
5787063, 3775680
4317804, 1347840
8159643, 4935168
9784152, 2791584
6363855, 3358656
7664526, 2466576
2781657, 1756728
5491710, 1197504
6235803, 3563280
251926, 125962
802476, 267480
4035132, 1345032
3194809, 3189904
6620975, 5296760
87109, 79180
5082523, 5025328
18231, 11832
7617042, 2470176
440413, 434140
5030259, 3095520
5521230, 1235520
2127003, 1372200
59184, 19584
2367501, 1527360
6521038, 3260518
7402506, 2467500
5629473, 3752964
5384469, 3589644
2648061, 1628640
8137224, 2712384
6208164, 2068416
726033, 376320
3520087, 3507280
5133921, 3159312
8807571, 5871708
2044501, 2041504
6461793, 3976416
2167443, 1424736
9618357, 5398176
205126, 102562
6257916, 1692576
8424066, 2406864
6916212, 2169216
25918, 12958
2962413, 1936224
9254601, 6145920
7053921, 3719520
725632, 362752
6519236, 3259616
8860777, 8777860
9590841, 5901984
4703196, 1479360
4190278, 1974280
972678, 277896
6520140, 1520640
742689, 482976
60903, 39600
89982, 29988
7026037, 7020736
9804645, 5098464
4780152, 1470528
3898140, 1039488
490110, 119040
430218, 138240
8270539, 7985320
6501238, 3250618
3076152, 1025376
4081950, 1059840
8050024, 4025008
818053, 813580
180261, 120168
412380, 104832
3582907, 3578920
6244419, 4162944
825003, 532080
3104784, 1034784
5311602, 1613520
5886043, 5683048
6152490, 1640592
704232, 234720
5340663, 3560436
46818, 14688
9421608, 2691840
7328352, 2335872
657205, 525760
6325912, 3162952
7542260, 2742560
3130657, 3071536
7243086, 2368704
4278801, 2714880
500218, 250108
8027856, 2675808
371244, 123744
8164539, 4935168
2026195, 1620952
3516874, 1758436
2854179, 1894752
865782, 288576
415638, 134568
6303150, 1330560
9179251, 9171592
4180980, 1049088
7663057, 7630756
34816, 16384
7665937, 7657396
2501264, 1250624
2500018, 1250008
9864651, 6415968
5607018, 1857600
9866052, 2596608
4540176, 1474560
9784629, 6297984
2317419, 1374912
312658, 156328
8525367, 5683572
6002046, 2000664
8179261, 7698112
8642808, 2880864
7380349, 7338940
806487, 488760
7135628, 3567812
6267402, 2076624
4482393, 2983344
7032132, 2331072
8549679, 5699784
7895292, 2599728
384210, 102384
5721480, 1457280
2999481, 1984992
654231, 436152
6180642, 1866240
6227251, 6212752
6090018, 1809600
7384905, 3579840
4213962, 1396224
618150, 151680
5518086, 1565088
45126, 14256
3265198, 1632598
5563143, 3513456
1704069, 1096704
7065979, 7059976
4591368, 1493856
6017814, 1817640
95217, 59712
8357265, 3725568
3692005, 2953600
8180472, 2714880
544435, 435544
6039180, 1380096
5621890, 2150896
3881400, 1034880
740421, 447120
5969937, 3979956
8218800, 2188800
4031124, 1321440
3100836, 1033608
5786973, 3857976
4783023, 2733048
742488, 247488
652318, 326158
6982362, 2326968
6128580, 1562880
7635501, 5075136
6053902, 3026950
8670222, 2627280
3422427, 2247432
4327164, 1442376
3478120, 1374208
8976942, 2749968
3167054, 1374560
7715244, 2571744
410940, 109440
6403683, 3368640
4416700, 1704640
7245396, 2379456
6025003, 6005320
6321855, 3255168
2891061, 1912680
2991, 1992
5229, 2952
2743011, 1732104
8925546, 2549568
2109543, 1392504
4210344, 1403424
6827461, 6786412
7492392, 2497392
8854689, 5689488
5263018, 2631508
4238251, 4158232
7342635, 3745632
8699751, 5799816
6742224, 2247264
869965, 695968
4680423, 2643840
6173982, 1967328
5117643, 3411756
2640717, 1760472
6207147, 4127760
1520391, 1013592
5700318, 1735008
8662957, 8629756
974667, 649776
6629983, 6239968
8705202, 2572800
6132150, 1635120
6305218, 3152608
2957841, 1925784
90282, 29280
3692512, 1695232
8752092, 2905728
2012506, 1006252
9886509, 6590988
5881716, 1857168
9214020, 2419200
85041, 51480
5896233, 3368952
1529301, 1019532
5652837, 3768552
35683, 33568
5261130, 1201536
1281307, 1103872
5896134, 1935648
957248, 478592
3572241, 2374512
8954268, 2854896
5913624, 1945632
5020605, 2505600
2103459, 1395240
6482815, 5186248
186021, 112680
3061206, 1006632
67045, 45760
5987016, 1709568
5922106, 2961052
1069261, 1066912
2106429, 1296240
6135912, 1921536
4153026, 1352064
4623603, 3036264
4038192, 1298304
6123690, 1632960
582109, 529180
539697, 359796
2795301, 1753920
6108523, 6051328
6041880, 1486080
4734801, 3047184
632518, 316258
7061427, 4707612
410322, 124320
5369997, 3579996
4133106, 1331640
8853129, 5889312
7241328, 2413728
4557067, 4505776
9401220, 2419200
848833, 834388
7390422, 2273904
20518, 10258
5514726, 1575624
6053043, 4035360
820248, 228480
7522146, 2461752
8275122, 2758212
674521, 645172
3654439, 3439456
8162568, 2681856
1607817, 1071876
4088347, 3847840
320643, 204336
928638, 298368
4919562, 1469952
8687928, 2769888
8126467, 7846216
8814294, 2918448
182401, 181204
526312, 263152
8605795, 5985760
4139172, 1319472
6429180, 1692480
4210099, 4199200
8649405, 4548096
9653649, 6399456
9824075, 7859240
9536767, 9356776
9863127, 6391872
4314985, 3451984
2052531, 1235520
1210669, 1201696
2919339, 1939392
7366905, 3096576
571443, 375144
5165521, 5151652
8769067, 8760976
9834280, 3849280
8565822, 2855268
9702396, 2939760
205916, 102956
8480862, 2608848
5267829, 2952768
4185792, 1257984
5403618, 1635480
8013222, 2032128
8121960, 1681920
5193072, 1730592
4404186, 1468044
449712, 149472
9506025, 5069520
3296871, 2189376
3316005, 1330560
2653912, 1326952
53967, 35976
3154309, 3135904
2015811, 1150128
4259016, 1406592
6107421, 4071612
9983167, 9973816
4104900, 1094400
8312499, 4891392
4233618, 1336824
833782, 387328
7142697, 4761792
6309126, 2093616
6105238, 3052618
4001670, 1067040
2267139, 1267392
6574923, 4352976
2817255, 1287552
602910, 120960
9045681, 5984160
2591206, 1295602
4901100, 1190400
8425092, 2540928
7508491, 7501984
5725818, 1578528
480231, 320148
9475443, 5943744
1844229, 1229484
8427924, 2792448
4696009, 4690960
4623120, 1232640
8276958, 2758968
4020610, 1462000
5617782, 1872576
7425117, 4177152
7873695, 3977856
899424, 298944
451302, 150432
6228511, 5862112
8467236, 2673648
4435, 3544
2957281, 2951872
8658945, 4589568
1399291, 1391992
9624573, 5467392
2817, 1872
7198632, 1967328
261259, 259216
4417326, 1472436
8085067, 8058760
736297, 727936
7536282, 2273856
6924021, 4260912
8087469, 4976880
3158649, 1943568
8125740, 1857024
8420688, 2806848
56937, 37956
6641847, 4416768
8374206, 2783064
5942010, 1459200
9880189, 8981980
6444219, 4296144
4873158, 1538784
49435, 39544
4319586, 1439856
6398145, 3149568
8642916, 2841696
7152543, 4735152
6721740, 1770624
7819560, 1709568
6593043, 4395360
6893397, 3938976
3726249, 2473296
310635, 150336
2243841, 1482432
6388335, 3358368
8204104, 4102048
8481507, 5471880
3336199, 3139936
8021430, 2138400
5917722, 1972572
8609274, 2869740
502198, 251098
2109861, 1298160
4123800, 1048320
3941082, 1290384
2051992, 1025992
747621, 427176
74259, 47952
2950137, 1953720
2647107, 1764720
5120636, 2560316
6690301, 6639100
7924057, 7457920
9822078, 2780928
4792170, 1277904
4317942, 1434792
5993062, 2996530
7036245, 3752640
501642, 156240
9640208, 4820096
5365287, 3576852
7480843, 7430488
431485, 345184
3284019, 2189340
6123960, 1632960
5123266, 2561632
2700441, 1742040
6197400, 1497600
2382351, 1583232
8217324, 2483712
7683514, 3841756
5014896, 1659840
7183467, 4773168
842104, 421048
9687607, 9677680
4862106, 1620648
5121360, 1365120
9281466, 2841696
285109, 259180
4228515, 2255184
599002, 299500
2149713, 1417392
8541, 5184
5918670, 1578096
6107013, 3701160
512636, 256316
5002198, 2501098
2520771, 1527720
6174, 1764
4827255, 2574528
4256979, 2795496
7276201, 7270612
201123, 123120
9656253, 6365952
166017, 110676
6530824, 3265408
2942271, 1927224
7206849, 4289760
44305, 35440
9018459, 5901984
243007, 237040
5719086, 1859760
1961485, 1569184
228051, 152028
5762420, 2204576
2006737, 2003776
5470146, 1657440
2461509, 1640952
429192, 142992
8670573, 5780376
5308401, 3005184
78120, 17280
598914, 199584
7836192, 1976832
3842100, 1023840
924930, 239904
326516, 163256
7239571, 7175392
2120506, 1060252
6140898, 1946880
2650309, 2639500
2612059, 2521960
248104, 124048
2406531, 1604352
4839109, 4399180
8943642, 2694384
966370, 376960
2854851, 1884552
4829301, 3219480
872304, 273408
293001, 193200
535761, 357156
5390062, 2695030
8624502, 2825064
625316, 312656
858276, 285768
8536302, 2835360
2084139, 1389420
4227019, 4217920
7522038, 2507328
4452816, 1484256
813204, 231840
54693, 35496
1518021, 1011852
2909751, 1790592
5271732, 1757232
1396537, 1335796
6210702, 2070216
871290, 198720
4034178, 1344708
584379, 375984
224269, 222496
9085437, 5793480
8064273, 4327680
7665883, 7658368
6305103, 3513600
3993012, 1330992
8304975, 3795840
7462584, 2487456
4198273, 4193728
5637018, 1873056
5834289, 3889524
631032, 210336
411726, 117624
7026234, 2342076
609714, 174096
6984673, 6937648
619740, 149760
823452, 235248
9587316, 3195768
162619, 161296
6134220, 1602432
8825463, 5883624
9792678, 2797896
9390762, 2993760
4216140, 1102464
428814, 142884
7962642, 2642976
4018812, 1148208
5656507, 5560576
7414362, 2471436
1732651, 1716352
1782513, 1175328
2668957, 2576896
6093477, 3749760
9148093, 9093148
8969112, 2919168
9538603, 9335608
5845170, 1558704
5999024, 2999504
4861539, 3169584
906543, 549360
1144501, 1141504
724371, 477312
